InicioPeriodo,FimPeriodo,codigoSegmento,Segmento,codigoModalidade,Modalidade,Posicao,InstituicaoFinanceira,TaxaJurosAoMes,TaxaJurosAoAno,cnpj8
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,2,BCO BANESTES S.A.,1.51,19.64,28127603
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,3,PARATI - CFI S.A.,1.52,19.9,03311443
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,4,BCO PAULISTA S.A.,1.53,19.94,61820817
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,5,BCO DO ESTADO DO RS S.A.,1.53,20.03,92702067
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,6,HS FINANCEIRA,1.54,20.09,07512441
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,7,FINANC ALFA S.A. CFI,1.54,20.15,17167412
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,8,BCO SAFRA S.A.,1.54,20.16,58160789
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,9,NU FINANCEIRA S.A. CFI,1.54,20.17,30680829
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,10,PICPAY BANK - BANCO MÚLTIPLO S.A,1.58,20.64,09516419
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,11,BCO COOPERATIVO SICREDI S.A.,1.58,20.68,01181521
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,12,FACTA S.A. CFI,1.58,20.74,15581638
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,13,CREFISA S.A. CFI,1.59,20.87,60779196
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,14,BANCO SICOOB S.A.,1.59,20.87,02038232
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,15,BCO DAYCOVAL S.A,1.59,20.9,62232889
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,16,BANCO PAN,1.61,21.09,59285411
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,17,BCO C6 CONSIG,1.62,21.24,61348538
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,18,BANCO DIGIO,1.63,21.34,27098060
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,19,BANCO BARI S.A.,1.63,21.36,00556603
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,20,BCO BMG S.A.,1.64,21.49,61186680
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,21,CAIXA ECONOMICA FEDERAL,1.65,21.64,00360305
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,22,BANCO ITAÚ CONSIGNADO S.A.,1.65,21.67,33885724
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,23,BCO AGIBANK S.A.,1.65,21.77,10664513
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,24,BCO DO BRASIL S.A.,1.66,21.85,00000000
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,25,BCO SANTANDER (BRASIL) S.A.,1.66,21.88,90400888
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,26,PEFISA S.A. - C.F.I.,1.67,21.96,43180355
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,27,BRB - CFI S/A,1.68,22.12,33136888
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,28,BCO BRADESCO S.A.,1.68,22.13,60746948
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,29,ZEMA CFI S/A,1.68,22.14,05351887
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,30,COBUCCIO S.A. SCFI,1.68,22.18,36947229
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,31,ITAÚ UNIBANCO S.A.,1.69,22.28,60701190
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,32,BCO CREFISA S.A.,1.69,22.29,61033106
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,33,BCO MERCANTIL DO BRASIL S.A.,1.69,22.32,17184037
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,34,BECKER FINANCEIRA SA - CFI,1.69,22.34,20443996
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,35,GAZINCRED S.A. SCFI,1.7,22.39,11760553
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,36,BCO DO NORDESTE DO BRASIL S.A.,1.71,22.59,07237373
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,37,BANCO INTER,1.72,22.64,00416968
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,38,BCO DA AMAZONIA S.A.,1.72,22.71,04902979
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,39,BCO CSF S.A.,1.73,22.86,08357240
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,40,BCO DO EST. DE SE S.A.,1.73,22.87,13009717
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado INSS - Pré-fixado,41,PARANA BCO S.A.,1.75,23.13,14388334
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,1,BCO ARBI S.A.,1.33,17.16,54403563
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,2,BANCO SICOOB S.A.,1.53,20.01,02038232
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,3,COBUCCIO S.A. SCFI,1.61,21.06,36947229
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,4,BCO DAYCOVAL S.A,1.67,21.99,62232889
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,5,PARATI - CFI S.A.,1.76,23.22,03311443
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,6,BCO BMG S.A.,1.87,24.91,61186680
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,7,BCO VOLKSWAGEN S.A,1.96,26.23,59109165
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,8,CAIXA ECONOMICA FEDERAL,2.02,27.18,00360305
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,9,BCO AGIBANK S.A.,2.07,27.82,10664513
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,10,BCO DO BRASIL S.A.,2.09,28.15,00000000
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,11,BCO RIBEIRAO PRETO S.A.,2.11,28.52,00517645
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,12,FINANC ALFA S.A. CFI,2.12,28.65,17167412
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,13,BCO SAFRA S.A.,2.19,29.67,58160789
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,14,PINTOS S.A. CFI,2.2,29.83,35274306
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,15,BANCO RANDON S.A.,2.26,30.81,11476673
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,16,STARA FINANCEIRA S.A. - CFI,2.28,31.1,17359351
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,17,BANCO INBURSA,2.29,31.23,04866275
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,18,KREDILIG S.A. - CFI,2.31,31.5,06040559
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,19,TODESCREDI S/A - CFI,2.32,31.69,09473806
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,20,BCO DO EST. DE SE S.A.,2.34,31.92,13009717
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,21,BRB - CFI S/A,2.51,34.63,33136888
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,22,BECKER FINANCEIRA SA - CFI,2.52,34.86,20443996
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,23,BCO DO EST. DO PA S.A.,2.54,35.07,04913711
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,24,BANCO INTER,2.55,35.34,00416968
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,25,BCO INDUSTRIAL DO BRASIL S.A.,2.58,35.79,31895683
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,26,BANCO BARI S.A.,2.6,36.04,00556603
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,27,BCO DO NORDESTE DO BRASIL S.A.,2.63,36.53,07237373
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,28,GOLCRED S/A - CFI,2.68,37.31,07631026
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,29,BCO BRADESCO S.A.,2.77,38.81,60746948
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,30,HS FINANCEIRA,2.8,39.36,07512441
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,31,PORTOSEG S.A. CFI,2.84,39.98,04862600
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,32,ITAÚ UNIBANCO S.A.,2.86,40.26,60701190
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,33,BANCO BTG PACTUAL S.A.,2.86,40.28,30306294
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,34,SIMPALA S.A. CFI,2.91,41.13,34991938
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,35,BCO SANTANDER (BRASIL) S.A.,2.92,41.24,90400888
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,36,GAZINCRED S.A. SCFI,3.02,42.9,11760553
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,37,ZEMA CFI S/A,3.04,43.17,05351887
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,38,SINOSSERRA S/A - SCFI,3.06,43.59,22639377
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,39,AL5 S.A. CFI,3.07,43.81,27214112
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,40,NOVO BCO CONTINENTAL S.A. - BM,3.21,46.13,74828799
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,41,TENTOS S.A. CFI,3.22,46.19,41498340
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,42,BCO BANESTES S.A.,3.33,48.1,28127603
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,43,SANTINVEST S.A. - CFI,3.35,48.52,00122327
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,44,BCO DO ESTADO DO RS S.A.,3.43,49.85,92702067
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,45,BCO RODOBENS S.A.,3.55,52.04,33603457
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,46,BCO VR S.A.,3.56,52.17,78626983
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,47,BCO VOTORANTIM S.A.,3.63,53.33,59588111
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,48,FINAMAX S.A. CFI,4.27,65.08,00411939
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,49,VIA CERTA FINANCIADORA S.A. - CFI,4.57,70.89,05192316
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,50,NEON FINANCEIRA - CFI S.A.,4.85,76.55,11285104
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,51,RPW S.A. SCFI,5.12,82.0,06249129
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado privado - Pré-fixado,52,NEGRESCO S.A. - CFI,5.62,92.73,04379829
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,1,BANCO ITAÚ CONSIGNADO S.A.,1.31,16.95,33885724
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,2,BCO BANESTES S.A.,1.38,17.85,28127603
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,3,NOVO BCO CONTINENTAL S.A. - BM,1.41,18.24,74828799
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,4,BCO DO NORDESTE DO BRASIL S.A.,1.41,18.28,07237373
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,5,NU FINANCEIRA S.A. CFI,1.41,18.32,30680829
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,6,BCO COOPERATIVO SICREDI S.A.,1.48,19.23,01181521
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,7,BCO ALFA S.A.,1.48,19.23,03323840
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,8,CAIXA ECONOMICA FEDERAL,1.5,19.57,00360305
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,9,FINANC ALFA S.A. CFI,1.53,20.03,17167412
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,10,BRB - CFI S/A,1.54,20.1,33136888
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,11,BRB - BCO DE BRASILIA S.A.,1.55,20.32,00000208
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,12,BCO SAFRA S.A.,1.56,20.39,58160789
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,13,BCO DO ESTADO DO RS S.A.,1.56,20.45,92702067
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,14,BCO ARBI S.A.,1.57,20.5,54403563
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,15,BANCO SICOOB S.A.,1.59,20.83,02038232
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,16,BCO DO EST. DO PA S.A.,1.61,21.07,04913711
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,17,BANCOSEGURO S.A.,1.61,21.15,10264663
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,18,PICPAY BANK - BANCO MÚLTIPLO S.A,1.63,21.38,09516419
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,19,SANTINVEST S.A. - CFI,1.66,21.88,00122327
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,20,ITAÚ UNIBANCO S.A.,1.67,22.01,60701190
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,21,BANCO INBURSA,1.69,22.34,04866275
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,22,BCO C6 CONSIG,1.7,22.47,61348538
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,23,BCO BRADESCO S.A.,1.71,22.62,60746948
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,24,BCO SANTANDER (BRASIL) S.A.,1.74,22.96,90400888
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,25,BCO DO BRASIL S.A.,1.74,23.05,00000000
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,26,BCO AGIBANK S.A.,1.76,23.23,10664513
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,27,BCO PAULISTA S.A.,1.77,23.37,61820817
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,28,BANCO INTER,1.78,23.56,00416968
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,29,PARANA BCO S.A.,1.79,23.68,14388334
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,30,BANCO PAN,1.79,23.69,59285411
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,31,COMPREV CFI S.A.,1.83,24.31,46241852
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,32,BCO CREFISA S.A.,1.87,24.87,61033106
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,33,BCO DO EST. DE SE S.A.,1.9,25.34,13009717
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,34,BCO DAYCOVAL S.A,1.93,25.82,62232889
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,35,BCO SENFF S.A.,1.99,26.67,11970623
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,36,BCO BMG S.A.,2.02,27.06,61186680
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,37,SIMPALA S.A. CFI,2.08,28.02,34991938
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,38,BCO INDUSTRIAL DO BRASIL S.A.,2.1,28.37,31895683
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,39,BANCO BARI S.A.,2.18,29.6,00556603
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,40,GAZINCRED S.A. SCFI,2.19,29.65,11760553
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,41,FACTA S.A. CFI,2.28,31.05,15581638
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,42,SOCINAL S.A. CFI,3.52,51.37,03881423
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,43,BANCO MASTER,3.66,53.96,33923798
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,44,LECCA CFI S.A.,4.65,72.47,07652226
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal consignado público - Pré-fixado,45,QISTA S.A. CFI,4.85,76.59,36583700
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,1,BANCO SICOOB S.A.,0.15,1.8,02038232
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,2,CARUANA SCFI,1.1,13.97,09313766
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,3,NOVO BCO CONTINENTAL S.A. - BM,1.39,18.06,74828799
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,4,BCO SAFRA S.A.,1.4,18.09,58160789
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,5,ITAÚ UNIBANCO HOLDING S.A.,1.46,19.05,60872504
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,6,BCO BS2 S.A.,1.64,21.49,71027866
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,7,BANCO ITAÚ CONSIGNADO S.A.,1.7,22.44,33885724
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,8,BCO. J.SAFRA S.A.,1.73,22.85,03017677
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,9,TENTOS S.A. CFI,1.76,23.22,41498340
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,10,BANCO INTER,1.77,23.45,00416968
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,11,BANCO ORIGINAL,1.78,23.52,92894922
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,12,BCO VR S.A.,1.8,23.84,78626983
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,13,PAN CFI,1.8,23.84,02682287
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,14,BCO C6 CONSIG,1.82,24.13,61348538
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,15,MERCANTIL FINANCEIRA,1.82,24.15,33040601
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,16,BCO INDUSTRIAL DO BRASIL S.A.,1.83,24.3,31895683
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,17,BCO CREFISA S.A.,1.83,24.35,61033106
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,18,BANCO INBURSA,1.89,25.18,04866275
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,19,CAIXA ECONOMICA FEDERAL,1.91,25.45,00360305
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,20,AL5 S.A. CFI,1.96,26.29,27214112
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,21,BCO BRADESCO FINANC. S.A.,1.98,26.54,07207996
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,22,BCO DA AMAZONIA S.A.,2.06,27.68,04902979
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,23,BCO SOFISA S.A.,2.16,29.23,60889128
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,24,BCO C6 S.A.,2.32,31.62,31872495
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,25,BCO DO EST. DE SE S.A.,2.42,33.26,13009717
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,26,BCO VOTORANTIM S.A.,2.47,33.99,59588111
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,27,BANCO BTG PACTUAL S.A.,2.62,36.46,30306294
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,28,AYMORÉ CFI S.A.,2.93,41.42,07707650
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,29,SINOSSERRA S/A - SCFI,3.22,46.35,22639377
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,30,BCO SANTANDER (BRASIL) S.A.,3.28,47.26,90400888
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,31,OMNI SA CFI,3.38,49.07,92228410
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,32,BCO DO ESTADO DO RS S.A.,3.45,50.3,92702067
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,33,BCO RNX S.A.,3.52,51.46,80271455
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,34,FACTA S.A. CFI,3.6,52.8,15581638
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,35,BANCO DIGIO,3.64,53.5,27098060
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,36,BCO RENDIMENTO S.A.,3.72,55.03,68900810
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,37,BCO BANESTES S.A.,3.93,58.79,28127603
2024-09-03,2024-09-09,,PESSOA FÍSICA,,Crédito pessoal não-consignado - Pré-fixado,38,BCO XP S.A.,3.98,59.64,33264668
